no|title|text|senti_value;;
"559|Agak kecewa dengan produk yang saya terima.y|""Sebelumnya saya sudah pernah belanja di blibli.com. Pembelian pertama sich ga ada masalah, soalnya bukan elektronik. Untk pengiriman ke Kalimantan, lumayan, ga terlalu lama. Ditambah lagi free ongkir, membuat saya lebih tertarik untk belanja di blibli.com daripada online shop yang lain. Bahkan saya jg merekomendasikan ke teman"""" dengan kenyamanan saya berbelanja di Blibli.com. Akan tetapi kejadian hari ini, membuat saya sedikit kecewa. Saya beli Blackberry, dilihat dari packing bagus, pd saat dibuka dan di coba, ternyata ada kerusakan, dimana hp tdk dpt di charge. Saya sdh komplain ke CS, dan saya akan retur kembali barangnya. Saya berharap proses akan cepat. Sedikit masukan untk blibli.com, mohon agar lebih diperhatikan, terutama untk barang elektronik. Masalah komplain gampang, tp rasa kecewa konsumen agak susah untk dihilangkan.""|1";;
"571|Kurang memuaskan|""Iphone 6s nya itu betul"""" original ga sih. Apa barang kw. Kok banyakk diskonnya sampe besar gitu""|1";;
"572|Lambat dan Tidak Profesional|""Kecewa dengan blibli.com, respon lambat dan terkesan tidak profesional. Saya order barang sejak tanggal 29 Maret 2016 sampai sekarang gak ada kejelasan. Kemudian saya diberi resi pengiriman orang lain. Setelah itu saya ajukan pembatalan tanggal 10 april 2106 sampai sekarang gak ada kejelasan. Terkesan tidak proses, sedangkan barang sudah dibayar. CSnya terkesan lips service hanya janji"""" manis doank. Berbeda dengan ol shop lainnya. No. Order : [private info removed]""|1";;
"577|BURUK|""orderan saya atas produk Maspion Alcor Spirit Wok 30cm NO. PESANAN: [private info removed] Estimasi pengiriman: 30 Mar 2016 to 03 Apr 2016 sampai saat ini belum juga sampai dan sudah melewati batas estimasi komplian berkali kali via live chat dengan cs yg berbeda-beda jawaban nya hanya """"akan ditanyakan ke pihak terkait""""""|2";;
"586|Banyak Sellernya penipu|""PengLaman pertama kali membeli di blibli.com dan tidak akan lagi beli di sini. Alasan: 1. Seller walau sudah trusted dan banyak bintang, menjual produk bekas tanp di cantumkN bahwa itu bekas. Saya membeli iphone 6 dengan kondisi segel bukan dari apple, dan adaptor cable dan earphone semua bukan ORI, bahkan dus dan buku2 cetakan sendiri. Plua iphonenya, layar LCD tidak presisi, terbuka seperti bekas dibongkar (1mm) tombol2 juga kendor. Seller ID bursabb 2. Walau banyak sellernya, harusnya blibli juga bertanggung jawab atas segala yg di iklankan seller, bukan dengan memberi promo2 potongan discount atau cicilan, dengan harga 7,8jt konsumen mendapat barang cacat dan aksesories non Original itu sudah jelas tidak ada QC dari blibli untuk filter harga produknya. Padahal dengan menambah sejuta saya """"mungkin"""" mendapat barang Ori dari seller yg benar2 bermutu. Kondisi foto di iklan dan barang jelas sudah berbeda jauh pula. 3. Salut dengan CS yg tanggap akan keluhan konsumen, hanya saja dengan CS yg handal menjawab keluhan saya itu Bukti bahwa sebenarnya blibli.com mengetahui bahwa banyak sekali seller2 melakukan penipuan. 4. Tingkat kepercayaan saya hilang dan saya dalam waktu singkat menderita kerugian cukup banyak dengan menjual di market yg jelas dan menukarkan produk yg benar asli di toko kecil dengan harga yg sebenernya bisa saya dapat juga di blibli. Dengan penawaran pengembalian barang dan ditukar dengan voucher, tidak mengurangi rasa ketidak percayaan saya terhadap blibli.com. 5. PemberiAn rating bintang mustinya ada Minus bintang. Satu konsumen memberi 1 bintang di rating, berarti ada kepuasan? Padahal konsumen sangat kecewa. Dan seller """"nakal"""" pun mendapat point bintang dengan review... Akan ada lagi konsumen lain yg akan tertipu oleh sellernya. 6. kapok, ga akan lagi percaya dengan toko online terutama di indonesia, lebih baik mengunjungi seller yg real daripada belanja online, tidak seperti pengalaman beli barang online di Luar indonesia, yg walau lama dan sedikit lebih mahal dan tanpa cicilan TAPI BARANG ORIGINAL DAN PUAS. tambahan review: nama : Yulianto, hp 0811192xx no pesanan [private info removed] tanggal pembelian 3april, saya terima tgl 11 april dan saya langsung menghubungi pihak blibli. Sayang saya tidak catat lagi no pengaduan saya, karena pembelian iphone tsb sangat urgent (untuk kado ultah) Terimakasih atas reply dari blibli fast respon selalu seperti yg saya tulis di poin ke 3.""|1";;
"597|Kapok beli di blibli.com! Pengiriman lamaaaaaa banget!!!|""setiap belanja online, seperti nya sudah umum bahwa barang sudah bisa nyampe dibawah TIGA HARI untuk tujuan pengiriman ke jakarta. tapi TIDAK dengan blibli.com, sekarang sudah ENAM HARI, barang belum kunjung sampai. (beli tanggal 27 maret 2016, sekarang tanggal 1 april 2016). saya pengalaman belanja di tokoonline lain, saya beli mouse, keyboard, monitor, tablet, dibawah tiga hari sudah pada nyampe. ketika komplain, dijawab """"masih dalam rentang estimasi!"""" yaitu masih belum tanggal 2 april 2016. Ketika saya chekcout, saya tidak melihat ada estimasi itu. kalau saya lihat selama itu, saya sudah pasti akan batalin!. seharusnya informasi estimasi pengiriman dibuat """"nyentrik"""" seperti warna atau huruf lebih gede sehingga pembeli sadar dan tidak ter-kecoh. entah kenapa saya bisa beli di blibli.com. cara bayar dan harga nya juga standar dengan di tempat lain.saya hanya pengen coba saja, dan ternyata mengecewakan. sekarang sudah hari jumat tanggal 1 april. besok tanggal 2 april hari sabtu. alamat pengiriman adalah ke kantor. sabtu kantor tutup!!! sangat TIDAK recomended untuk belanja disini mengingat lama nya waktu pengiriman. bisa-bisa mati kena darah tinggi. pembelian tidak di anggap spesial, sepertinya bodo amat dengan pengiriman karena yang penting duit udah masuk. salam darah tinggi!. note";" males beri rating, tapi syarat posting review harus kasih rating. saya kasih rating bintang satu karena sebagai syarat aja. harusnya kasih jempol ke jungkir. (dislike)""|2";
"599|Pengiriman sangat lambat!|""NO. PESANAN: [private info removed] No. Resi FIRST LOGISTICS: 82481326 Tanggal Pemesanan 31 Maret 2016 Estimasi pengiriman: 01 Apr 2016 to 07 Apr 2016 sampai lewat 6 hari dari hari terakhir tanggal estimasi pengiriman, sampai hari Rabu 13 April 2016 barang belum datang juga. Status dari pesanan diproses sejak 31 Maret 2016 11.03 menuju """"menunggu pengambilan kurir"""" saja menunggu beberapa hari. Baru tanggal 5 April 2016 21.24 statusnya menunggu pengambilan kurir. Proses """"Pesanan dalam pengiriman"""" sejak 5 April 2016 21.47 cuma kirim ke Solo saja butuh berhari-hari. Prosesnya sungguh bertele-tele, sekalipun ini menggunakan promo Klikpay BCA tolong pengirimannya diperhatikan. Belum lagi ambil promo Klikpay BCA sangat sulit, terutama pada tgl 12-13 April 2016 ini. Update barang saya terima 15/04/2016 pesan total 10 pouch yang datang hanya 3 pouch! Itu pun dus tidak ada lembar list barang pesanan dari blibli, nama penerima berikut dengan alamat termasuk nama pengirim. Barang diserahkan ke tetangga. Padahal ada orang di rumah. Saya minta kekurangannya segera dikirim dan jangan pakai jasa pengiriman yg tak beres.""|2";;
612|Unkonsisten|Pengiriman produk kadang cepat kadang lama, dalam beberapa minggu terakhir pesanan cukup lama diterima, email ke Customer Carenya pun replynya juga cukup lama|2;;
627|Blibli ngga butuh pelanggan|Saya pertama kali belanja ke blibli dan langsung kecewa dengan pelayanan yg lama dan ngga jelas. Saya suka dengan fitur estimasi di blibli utk waktu kedatangan barang, tapi ternyata fitur itu palsu. Setelah waktu estimasi berlalu, barang tak kunjung di kirim. Status di blibli masih proses pemesanan. Pengakuan blibli masih dilakukan pengadaan barang. Saya heran kalo barang ngga ada harusnya di stock nya ditulis habis, karena memang di blibli ada fitur itu. kenapa tidak digunakan? Kecewanya lagi, saya komplain melalui live chat 3x dan dijanjikan aja diberi update informasi di gudang melalui email tetapi email tak kunjung diberi. Saya juga komplain melalui call center utk update informasi gudang, dan lagi lagi janji-janji palsu blibli mengenai update email tidak dikirimkan. Akhirnya saya melakukan batal pemesanan karena sudah muak dengan janji-janji palsu blibli. Sangat kecewa dengan respon call center nya yg ketika saya ingin batal tidak ada solusi yg bisa ditawarkan utk pemesanan saya bisa dilayani, tetapi dengan mudahnya mau membatalkan pemesanan seperti tidak butuh pelanggan.|2;;
628|Pertama Kali belanja di Blibli.com, Pengiriman Lamaaaaaaaaaaa!!!|Saya biasa belanja online di situs sebelah sebut saja Laz*** , biasanya 1-3 hari barang sudah sampai untuk pesanan dalam negeri. Saya coba belanja di Blibli.com tanggal 29 maret dengan nomor order [private info removed] , sampai saat ini status pengiriman masih menunggu pickup belum ada resi. Kapok lah cukup sekali belanja disini, lebih nyaman belanja di situs sebelah biarpun pakai diskon tp pelayanan memuaskan dan harga jauh lebih kompetitif. fakta!|2;;
629|Pengiriman TERLAMA dari seluruh online shopping di indonesia|Pengiriman terlama banget.. dan kl ada keluhan jg selalu lama respond maupun feedbacknya.. kalai harga lbh mahal dari pd online shop lain hrsnya SERIVCE yg diberikan jauh lbh baik.. tp nyatanya tidak baik dan jauh dari baik... saya sering belanja di blibli dan hampir 90% pesanan tidak tiba dgn cepat.. minimal 2hari.. saya HANYA belanja di blibli kalau ada voucher saja, kl tdk ada voucher atau diskon saya TIDAK MEREKOMENDASI blibli ke org terdekat saya..|2;;
"631|""""""Menunggu Pengambilan Kurir....?""""""|""Tolong di follow up, barang pesanan saya!! Pemesanan tgl 29 mar 16, estimasi sampai ke saya 4 apr 16 dan sampai skrng barang belum saya terima. tpi saya kroscek ke webnya berdasarkan no pemesanannya proses"""" menunggu pengambilan Kurir""""...? No laporan saya : 132160 Saya harap barang pesanan saya segera dikirim dan di terima oleh saya.""|2";;
637|pengiriman tidak jelas|Barang saya kalau tidak di komen tiap hari tidak ada kejelasan sampe sekarang barang masih menunggu kurir saja... kata costumer serfice cuman bantu follow up tapi sampe sekarang masih menunggu kurir sajaa|2;;
649|Tidak Puas...|Pengalaman saya berbelanja di blibli.com untuk yang petama kalinya tidak memuaskan. Saya sudah transfer dari tanggal 30 Maret 2016 Jam 13.05 WIB sampe saat ini belum juga saya terima barangnya. Memang estimasi pengiriman barangnya sih sampe denganhari ini 4 April 2016. Tapi masa saya harus menunggu hampir seminggu bwt dapatin barangnya? Pada hal pengiriman cuma dalam negri.... Semoga saja barangnya bisa saya terima hari ini. Saya belanja online di tempat lain sangat cepat pengirimannya...saya transfer hari ini, keesokan harinya barang sudah saya terima.|2;;
686|Tidak Direkomedasikan|Memang blibli menjual barang murah daripada konpetitor disekitarnya, tetapi karena HARGA MURAH, KETERLAMBATAN PENGIRIMAN menjadi masalah yang wajar. Barang yang saya pesan datang maksimal 14 hari, itupun pernah saya pesan lebih dari itu. Ditoko lain, memang harganya lebih mahal tetapi pengiriman hanya memakan waktu 3 hari dari daerah yang sama|1;;
742|Lambat!|Menurut saya berbelanja di blibli.com semua proses begitu lambat. Terutama jika memesan di hari jumat. Maka hari selasa pembayaran baru diverifikasi. Kemudian proses menunggu pengambilan kurir juga butuh waktu sangat lama hingga berhari-hari. Siap2 kalo belanja di blibli akan memakan waktu kurang lebih seminggu keatas. Lebih baik beli di toko fisik. Sekarang bayar, detik itu jg barang diterima. Pesanan saya [private info removed] hingga saat ini juga menunggu pengambilan kurir pdhl itu pesanan saya dari 6 mei 2016. Dan hari ini sudah 11 mei 2016 dengan status menunggu pengambilan kurir yang entah kapan baru akan dikirim. Saran saya cuma 1, menurut saya blibli bisa jadi toko online terbaik kalau memangkas semua proses yang memakan waktu sedemikian lama. Seharusnya blibli melihat toko online saingan yang semakin kompetitif. Bahkan j*.id, hari ini pesan, besok diantar. Meskipun begitu, saya tidak kapok belanja di blibli. Hanya saja saya berharap prosesnya bisa lebih singkat dan mudah. Trims|2;;
743|Prosesnya lama...|Prosesnya lama, pertama kali belanja di Blibli belanja dari hari minggu pagi sampai rabu belum ada info resi pengiriman barang... ditoko lain biasanya selasa udah sampai...|2;;
755|Proses terlalu lama|my first time with blibli.com, proses konfirmasi lama dan pengiriman cukup lama, tidak ada opsi untuk pengiriman selain di paksakan GRATIS dan harus menunggu lama untuk terima barang yang dibeli. my experience with other online shop, meski GRATIS ONGKIR tapi proses konfirmasi tidak makan waktu lama apalagi kalau di lakukan saat weekend SABTU & MINGGU yang harus menunggu sampai 2 hari Kerja dan kemudian diharuskan menunggu lagi untuk proses pengiriman, total waktu yang dibutuhkan untuk menunggu 5-7 hari kerja sejak Konfirmasi, ini cukup makan waktu lama dan masing-masing customer memiliki sifat urgensi yang berbeda, GRATIS ONGKIR bagus tapi akan lebih bagus lagi jika customer diberikan opsi pengiriman yang meski bayar tapi bisa lebih cepat diterima. proses konfirmasi juga terlalu lama, buat apa 7x24 jam support kalau konfirmasi pembayaran tidak 7x24 jam, ini cukup bikin customer menunggu terlalu lama, terlebih bagi yang baru pertama kali melakukan transaksi dengan blibli.com dan waktu yang diberikan adalah Hari Kerja, jika terjadi transaksi di Hari Jumat jam 21:00 maka waktu yang dibutuhkan sampai konfirmasi ( Kecuali dengan KlikBCA) adalah 2 Hari Libur (Weekend) + 2 Hari kerja = 4 Hari.. wow.. proses yang cukup lama. mungkin perlu jadi perhatian khusus bagi blibli.com, berikan opsi pengiriman yang bisa di pilih oleh customer dan jangan dipaksakan GRATIS dan terpaksa menunggu lama mengingat proses birokrasi internal saja butuh waktu 1-2 Hari Kerja di luar Week Day.|2;;
774|Barang jelek dikirim..proses refund susahnya setengah mati|Saya beli sepatu Nike 2 pasang. 1 ok 1 nya cacat. Di kembalikan awalnya..trs nunggu lagi dpt barang pengganti. Eh yg datang sama jeleknya. Akhirnya memutuskan refund. Refundnya sendiri bener2 kacrut. Harga sepatu 1.699.000 direfund cuma 1.100.000. Ngurus kekurangan 599.000 nya dr 27 April sampe skg ga beres2 smntr tagihan KK uda mau bayar. Jelek ga rekomen.. ga lagi2 beli disini. Yg lain jg kalo mau beli mikir2 deh.. apalagi utk brg bermerk..mending skalian ke tokonya langsung bisa cona..bisa milih.. barang langsung dapet di tangan hari itu juga.|1;;
781|Resah|Saya sudah melakukan transfer pembayaran via atm, tapi lama sekali belum di verifikasi pembayaran saya, saya sudah email ke CS berikut saya sertakann juga bukti foto transfer pembayarannya,, tolong pihak blibli jangan mengecewakan customer. Alamat emailnya [private info removed]|1;;
782|Respon Lambat brang Tidak Terjamin Ke Asliannya|Belanja di Blibli.com tidak ada jaminan bahwa barang yang dijual Asli padahal di judul/nama barang ditulis original. Tapi sampe saat itu saya masih berfikir positif dan dilain waktu masih mau belanja di blibli.com, toh ada fitur pengembalian barang. Mungkin pelapaknya yang kurang jujur, belum tentu dengan pelapak lain. Tapi setelah mencoba fitur pengembalian barang, ternyata ribet..bet..bets.. Sudah lambat responya, minta alasan pengembalian barang banyak banget. Padahal barang sudah jelas-jelas palsu. Sudah diberikan alasan yang lengkap pun tak kunjung di konfirmasi oleh mereka. Mana barang disuruh disimpen baik-baik dulu sebelum dikembalikan, di pake ga bisa (karena ga boleh digunakan). Solusinya harus beli dari situs lain. Tapi barang yang sudah telanjur di beli di blibli ini masih belum bisa dikembalikan. Semoga setelah menulis review yang buruk ini akan ada respon segera.|1;;
790|Tidak ada kejelasan pengiriman|Saya melakukan transaksi pesanan pada tanggal 10 Mei 2016. Pada tanggal 11 Mei 2016 saya cek online, status barang sudah siap dikirim dan status pengiriman menunggu pengambilan kurir. Namun sampai hari ini (seminggu) barang masih belum dikirim alias menunggu pengambilan kurir. Sudah saya tanyakan ke CS sejak tanggal 13 Mei 2016 dan jawabannya selalu sama: Surat komplain sudah dibuat dan diteruskan ke pihak logistik. Setiap hari setelahnya saya cek ke CS barang tidak kunjung dikirim juga. Saya tidak keberatan jika pengiriman barang memakan waktu lama karena posisi saya di Balikpapan dan barang dikirim dari Jakarta. Masalahnya adalah sudah seminggu barang tidak dikirim-kirim. Saya ingin sekali melakukan pembatalan pesanan karena ketidakjelasan pengiriman ini tetapi hal tsb tidak bisa dilakukan. Saya merasa kecewa dan merasa dipermainkan.|1;;
