Sentence,Label
respon cepat cs ramah bantu,positive
there s a lot of promotion and the product price cheaper compare to other competitor,positive
saat baca komposisi deskripsi minuman rasa mangga rada curiga tapi karena terjual banyak tetap beli secara harganya mahal aku pikir full mangga ternyata artificial mangga manis buatan banget ga sehat,negative
toko lengkap mudah transaksi,positive
pesan barang  barang datang cs telpon  gak angkat alamat duit gak not recomended,negative
bukalapak jual mudah jual barang beli pilih barang variatif lengkap,positive
kualitas harga ragu lagi usul vipplaza  tambah informasi barang tukar kembali karena besar kecil  vipplaza fashion store online pasu produk celana pria celana kerja chino cargo jeans slim fit skinny pakai pria  untuk produk sepatu pilih ukur us uk international indonesia serta detail ukur misal insole outsole  untuk produk baju serta tebal bahan s s,positive
padahal barang belum diproses tapi tidak bisa mengajukan pembatalan karena salah barang alhasil tidak cocok dan jerawatan pake produk ini,negative
ang di kota tangerang pengiriman tidak lengkap ud gt barang yg satu ny rusak sangat mengecewakan barang beginian ternyata harus video unboxing jg,negative
saya pesan nomor  order tanggal  juli  ini tanggal  juli  status tunggu ambil kurir lama kah proses bagaimana jelas barang kirim kapan ongkir gratis proses ini mohon buat pilih beli ongkir barang waktu minggu barang kirim juga ya kirim biasa pesan online shop butuh  barang sampai mohon proses butuh barang hubung jelang libur lebaran takut barang libur lebaran jne tutup tanggal  juli  mohon proses,positive
good service,positive
produk telah sampai tapi pas sampe malah ada yg cacat di bagian analog kanan ada yg pecah,negative
di bukalapak barang ada belanja aman ga pake ribet,positive
tanggal  desember beli no pesan private info removed bayar virtual payment no private info removed hasil tapi konfirmasi bayar salah masuk nomor virtual payment konfirmasi bayar private info removed konfirmasi edit kertas bukti transfer hilang mohon solusi,negative
belanja online bukalapak senang aman lapak beli bukalapak jamin aman jual beli,positive
sangat kecewa barang pesan ready tunggu  minggu telah tunggu  minggu barang sampai telah barang produk rusak alam enak sekali janji retur profesional sekali,negative
pakai rekber jadi aman,positive
mudah,positive
yg butuh sini coba kl bs bayar ok,positive
aromanya kurang enak dan terlalu menyengat,negative
kuasnya kurang bagus terlalu tebal,negative
aman belanja buka lapak,positive
the fastest respond trusted fasted shipping and so many kind of things to buy,positive
senang belanja bukalapak nanya langsung jual,positive
model lumayan kren tapi kecewa di batre senternya hnya bertahan skitar  jam aja,negative
aman aja muas benar belanja tokped senang tokped suguh gerai seller yg goda iklan seller perhati review dr buyer aku blanja kali aman aja muas makasih tokped,positive
kain jarik nya tipiiis banget kalo untk acara resmi lebih baik cari yang lain aja ada harga emang ada kwalitas,negative
bantu buang beli tiket lg yippieee,positive
mantap semua bs cari sini saya suka suka,positive
lumayan bantu inovasi jual,positive
sy tarik beli tiket kereta api via tiket com krn pilih duduk tp proses bayar selesai opsi pilih duduk gimana tiket com,positive
layan nyaman respon cepat jamin uang  kereen dah,positive
mudah cepat wonderful,positive
kecewa banget layan blibli karna suami beli blender philips hr kirim sangat lama barang terima barang sesuai isi form kembali barang suru nya kembali lewas pos gratis ganti uang kembali barang rb ngirimnya aja   gak petiin kalo rusak ekspedisi nya tanggung jawab emang gak ngerti prosedur ya ekspedisi nyanya barang pecah belah engga pecah belah ya pakai peti karna gak tangung rusak  kecewa layan blibli,negative
kayak  pelayanannya,negative
roll diambil  nampak dari potongan sudah mencong mencong jualan yang benar jangan hanya ingin untungnya saja,negative
beli bolpen dan refill kok yg dikirim mainan anak bagaimana tanggung jawab toko nih,negative
saya mes tiket pergi pulang rute jakarta  pekanbaru tanggal  oktober  berangkat  okt   okt  ketika h kabut asap pekanbaru terbang batal lion air lion air keluar surat refund full fare saya aju refund web traveloka tanggal  ok  namun traveloka kembali uang tiket  hari range tulis website traveloka proses refund hari tiap kali customer services nya progress proses lion air i think both of these companies are really worst at services tidak jasa traveloka lagi promo banyak harga murah problem sulit etikat bantu customer,negative
untuk toko belanja online bukalapak baik saya sayang bukalapak ikut politik toko online bukalapak ada event event nyerempet bau politik harus  bintang minus  masuk ranah politik,positive
tolong seller yg tdk koperatif bina yah,positive
suka bangeett belanja mataharimall com kirim cepet order besok barang langsung anter rumah plus bayar cod pula,positive
bantu sekali ken beli serba ada mudah pengoprasiannya terima kasih bukalapak,positive
baru beli dan dibuka sudah ada noda hitam yg sangat terlihat untuk di kemeja putih di cuci tidak bisa hilang,negative
tiket com bantu cari tiket jalan inap cepat akurat thanks tiket com,positive
percaya,positive
harga tiket murah banding lain kami percaya mesan tiket tiket com jalan mudah,positive
belanja bukalapak aman konsumen karena aman jamina konsumen tipu lapak lain depan transaksi cod bayar barang akab lagi sukses bukalapa,positive
kecewa tdk spt yg diharapkan basah semua keluar airnya meskipun udah diputer mulai dr yg plg kecil maupun yg besarrr,negative
nice experience,positive
alam beli tiket malam jalan keluarga semarang nganjuk dalm hitung menit urus beres makasih tiket com moga kembang maju terimakasih,positive
minggu lebaran pesan  baju selambatnya minggu jd maka lebaran tp nyata  minggu order blum juga komplain by email tp jawab muas barang ekpedisinya rpx tp mana barang tsb kecewa rugi mana jelas tanggung zalora bulan order mana ada,negative
saya kecewa blanja blibli com beli asus zenfone  laser zekl smartphone  silver ram  gb  gb garansi resmi barang rumah lengkap rom  gb hp produk indonesia kepri batam asus produk indonesia hp ringan kamera buram dasar inappropriate content removed yang jual itu inti blibli com tipu blibli com tipu sangat kecewa cek screnshot http prntscr com daug http prntscr com dauba hati hati ya blanja online,negative
barangnya datang dalam keadaan tidak bagus,negative
saya belanja tokopedia puluh kali lancar jaya tidak masalah tapi beli smartphone takut takut ol shop jadi beli tokopedia barang powerbank sprei makan tirai pintu lain sistem rekber tokopedia cegah tipu websitenya gampang lihat bagus versi mobile thanks tokopedia,positive
belanja blibli mudah percaya mudah kerja lokasi belanja tambah cicil  maybank ribet saya langsung beli produk bantal sofa toimoi  buah cover galon cantik rumah saya benar bantu blibli,positive
tahan kualitas baik service langgan,positive
cicil pakai kartu kredit sblum barang terima transfer dulu apakah jamin barang datang saya takut tipu tolong ya blibli com,positive
app olx yg gak nomor hp jual,negative
akhir kali belanja bukalapak masuk kesana lapak integritas biar saja barang jual barang rusak beli korban biaya kirim retur barang beban korban harus terima refund  uang bayar plus tambah biaya kirim retur barang bukalapak lepas tangan solusi baca syarat tentu hati belanja sini korban lagi,negative
cepat pwngirimatp sayanng beli  buku tp ada  buku yang sebagian halamannya kepotong sehinggaa  buku tsbut jd tidak bs dipakaiisy sudah keburu konfirmasi penerimaan tanpa melihat bukunya dlstlah konfirmasi dgn penjual alias japri jawaban kurang memuaskan,negative
tetap tahan fitur negonya hehehe,positive
sampah bgt mohon jangan di beli produk se sampah ini,negative
dendeng yg sy terima ada beberapa yang muncul jamur putih di dipermukaan dagingnya untuk rasa banyak sekali ketumbarnya sehingga waktu dimakan rasanya kasar sekali seller mohon diperhatikan kualitas produk sebelum dijual terima kasih,negative
lamaaa bangettt respons nya,negative
ecomerence nomber,positive
jelek,negative
kadang ongkir mahal d,negative
bungkusan barang robek ada bagian kertas yg sudah kuning menandakan barang sudah lama terbuka sangat mengecewakan,negative
kecewa sekali dengan kualitas botolnya baru x semprot langsung copot seperti itu terpaksa saya pindahkan isinya ke botol eceran sayang sekali padahal wanginya enak,negative
senang aplikasi bukalapak belanja mudah gampang,positive
baru dipake eh lampunya sudah mati sedih dah,negative
njir dikasih barang pecah guoblok yg dagang,negative
barang branded lokasi jakarta kirim usaha  tuju,positive
banding online shops lain layan zalora baik kalau kualitas barang gantung merk harga saya puas kali return order krn ukur kebesaran zalora service cepat,positive
sudah app web traveloka rencana jalan bahkan rekomendasi rencana jalan keluarga saya banyak percaya traveloka rencana jalan seperti informasi hotel bantu opsi banding harga pesawat hotel sangan banyak promo promo ditawrkan tarik banyak salah percaya rencana jalan traveloka moga depan traveloka tambah pilih hotel tambah fitur tiket kereta thank you traveloka,positive
lazada kirim sesuai yg janji waktu sayang barang yg kirim sesuai rusak baca alam orang yg belanja onlaine dilazada kecewa aq retur barang lazada takut uang g barang kembali gudang lazada bikin bingung belanja dilazada pingin praktis bikin pusing beli barang yg rusak bingung trus diapain kirim yg rusak,negative
pengiriman lama bangetoder hr minggu baru dikirim kamis setiap ditanya jawabnya masih prosesbarang dikirim salah size dan warnaorder � merah yg dikirim � hitamparah koordinasi nya,negative
semua tombol x tidak berfungsi sama sekali jadi mubazir sekali,negative
akun tiba logout sendiri mau masuk gak bisa,negative
hari sabtu  maret  sy dpt tlp dr jasa kirim barang esl batu kota malang hrs ambil barang order lazada  kantor ekspedisi tsb sy sngt berat krn sblmnya order dr mn lgsg sy terima dirmh sesuai alamat tdk hrs repot ngambil kantor ekspedisi jadi koreksi dr lazada utk pilih tegas trhdp agen ekspedisi mitra lazada yg tdk muas tsb trmkah slm hormat joko,positive
pelayanan nya kurang baik barang juga salah kirim dari awal udah dibilang  malah dikirim,negative
great online shop with great price,positive
hmm belanja bukalapak aman banget sellernya ramah ramah csnya bantu,positive
pesan bateray tab advance ta toko x iyancell terima tgl  januari,positive
great product great price and excellent service,positive
mau cari motor bekas kab sidoarjo aja muncul  motor payaaah enak versi lama,negative
pesan blibli nomor pesan private info removed kirim tampil baru ga skrg klo tau proses ambil kurir kirim saya csnya  minggu ambil kurir pdhl yg kirim sedia blibli sudah brp kali order blibli kirim lelet klo brg sedia blibli sendiri ga wajar klo  minggu ambil kurir tolong proses order thx,negative
saya mes item satu sendal tanggal  oktober barang kirim saya pesan sendal terima pesan kirim lazada saya exchange refund suruh nunggu udah gt tanggal  november notifikasi barang terima nga ngirim ganti pesan saya kali hubung customer servis jawab maaf mohon tunggu cek quality control ngirim notifikasi terima parahh layan nya pesan shampo yg cream wajah ya layan nya jelek nga muas kecewa pesan terima yg pes tanggal  oktober item satu benar hubung customer servis notifikasi mohon tunggu,negative
ps nya ga awetbelom ada  bulan udah rusak padahal pemakaian biasa aja malah jarang di pake tau rusak sendiri,negative
pada tanggal  agustus beli  item d blibli  item  item lg datang gimana ya komplain nya saya sih kurir nya soal sabtu kmarin rumah dlm kosong,positive
