no|title|text|senti_value
1248|waktu estimasi pengiriman sangat lama|Saya check di online shop sebelah tnyata wktu estimasinya lbih cpat dari pda blibli.com kenapa ya kok bisa beda padahal menggunakan jasa kurir yg sama...|5
1249|Cara pembayaran cicilan yang membingungkan|Saya melakukan order blackberry z10 putih smartphone seharga:rp.2,445,000 dengan no pesanan:4010101 pada tanggal 10 juni 2015 saya memilih metode pembayaran cicilan 0% dengan menggunakan cc bank BRI,setelah selesai melakukan pembayaran saya di alihkan ke halaman terima kasih,di situ saya lihat status pesanan menunggu pembayaran. padahal saya sudah melakukan pembayaran|5
1250|Aku pesan 3item perlengkapan bayi tgl 5juny|Tgl 5juny aku order 3item perlengkapan bayi Dan tiap hari aku pantau Status pengiriman sampai di jemput kurir Ncs regular prosesnya cukup memuaskan karena gratis ongkos kirim jd wajar aja semingguan prosesnya Makasih blibli.com semoga besok tiba dirumah ya orderanku krn ku cek by Ncs regular pic Anisa mdc tadi sore jam 16:05. Akhirnya pesananku nyampe juga,tepat seminggu. Makasih ya blibli.com tapi restock donk kasur kelambu set and pakaian baby nya,pengen belanja lagi tapi barangnya kosong mulu and pakaian bayinya juga kurang bnyk|5
1251|Pengiriman Cepat Program Cicilan sangat Variatif|Belanja di media online shopping blibli.com CEPAT kok pengirimannya, pesen parfum mobil sore bayar besok siangnya udah sampai dengan rapih di Meja kantor. Packingnya juga aman di bubble wrap dulu ada box dan selotip blibli.comnya. Biasanya belanja di online lain gak ada packing tulisan dari Online shop nya. Terus bias nyicil juga mulai 500rb. Dan yang bikin HAPPY ga perlu download2 Voucher FREE delivery karena beli apapun di blibli pengirimannya GRATIS! Thanks atas penawarannya Blibli!!|5
1252|refund pengembalian barang tidak jelas dari Blibli...|Saya ada pesan barang pada tanggal 30-05-2015 yaitu ban Michellin Pilot Street 110/80 r14 dengan no 3798613 pesanan karena pengiriman barang terlalu lama maka melakukan pembatalan pada tanggal 03-06-2015 namun pada tanggal 04-06-2015 sy melakukan konfirmasi pembatalan ternyata proses blm dilakukan oleh CS padahal pada hari rabu saya suda dikonfirmasi Cs Blibli utk pembatalan dengan No laporan CASEMGMT-508905 namun saya konfirmasi dari sabtu hinga sekarang 08-06-2015 tidak ada penjelasan...pelayanan Blibli mengecewakan saya sebagai konsumen yang suda beberapa kali belanja di Blibli|5
1253|Pengiriman Lama..!!|"Pada tanggal 2 Juni 2015 saya memesan Asus Zenfone 2 di blibli.com dari merchant Modern Online Store. Setelah melakukan pembayaran cicilan 12x dituliskan estimasi pengiriman tanggal 4 juni - 10 Juni2015. Esoknya saya cek status pesanan sedang dalam proses dan sore hari nya sudah berganti menjadi ""menunggu pengambilan kurir"", lalu pada tanggal 5 Juni 2015 saya telpon CSnya karena kok pesanan belom juga dikirimkan, lalu sudah dibantu untuk follow up ke pihak logistiknya, besoknya ternyata pesanan belom juga berubah statusnya, lalu saya telpon lagi ke CSnya, dengan kata"" yang sama yaitu kami akan bantu follow up ke pihak terkait, dan saya minta untuk dikirim juga hari ini, namun katanya kalau weekend pengiriman libur. Lalu pada tgl 8 Juni 2015 yaitu hari ini hari senin, ternyata status pesanan tidak berubah, lalu saya telpon lagi ke CSnya, kali ini nada saya tinggi karena marah"" dan tidak bisa segera memakai handphone baru tsb karena saya sangat membutuhkan, dan jawabannya selalu sama kayak robot yaitu follow up bla bla bla. Saya mulai heran ini statusnya tgl di pick up oleh kurir aja lama banget kenapa? Jgn"" pihak merchant yang malas mengirim atau pihak logistik yang lalai, lalu setelah membaca review disini mengatakan bahwa banyak sekali yang mengeluh dengan pengiriman lama. Langsung saya curiga wah kalo begini sih blibli.com nya yang error, bukan salah pihak logistik atau merchant nih bisa"". tugas mereka disini hanya menjadi penengah tapi kenapa untuk pengiriman saja jadi lama? Pdhal saya total ada 3x sudah telpon dan katanya dibantu follow up?? Mana tapi hasilnya?? Lalu saya live chat karena kalo telpon terus saya juga rugi pulsa, akhirnya saya tanya gimana proses follow up yang CS lakukan, katanya dengan menelpon langsung ke pihak merchant atau logistik, dan coba saya telpon sekarang dan saya tunggu saya ingin dengar alasan mereka, alhasil saya di end chat oleh CS nya yang bernama Usman dengan kalimat akhir ""baik nanti akan kami segera mengabari setelah dapat konfirmasinya dari pihak terkait"" Sebelum kasus ini saya sudah 2x belanja di blibli.com dan yang pertama pengiriman sangat cepat haya 2 hari sampai, dan keduanya agak sedikit lama di pengiriman, tp masih oke. Online shop lain sistem pick up by JNE cukup cepat penanganannya tiap hari kurir pasti datang ke tokonya, untuk mengambil pesanan pelanggan."|5
1254|Respon dan Pengiriman Lama|Pada tanggal 29 Mei saya memesan Laptop Lenovo z40-75 dengan harga Rp. 6.864.400, tetapi terjadi transaksi gantung karena waktu itu saya salah memasukkan kode pin kartu kredit dan ternyata transaksi belum berhasil dan kahirnya status pesanan saya dibatalkan otomatis karena sudah melewati 1 jam. tetapi dari status itu ada tombol repay, akhirnya saya mengulangi tahap verifikasi CC dari awal dan berhasil dan tercatat ada transaksi dari CC saya. Tetapi, dari sistem Blibli belumterupdate datanya alias pembayaran belum diterima. Akhirnya saya livechat dan seperti biasa dengan pertanyaan berbelit-belit, akhirnya 2 kali chat dengan CS yang berbeda, akhirnya saya mengirimkan email berikut bukti transaksi. CS baru membalas esok harinya dan memberitahu bahwa akan disampaikan ke pihak Finance mereka karena pihak Finance tidak bekerja di hari weekend. akhirnya sampai hari Senin pk. 12:00 status masih dibatalkan. Akhirnya saya telpon saja, akhirnya mereka baru mengupdate pesanan saya dengan nomor pesanan baru. Dan sampai hari ini pesanan juga belum sampai, meskipun di JNE sudah bisa saya tracking nomor AWB nya. Tapi yang jadi concern saya adalah respon CS yang harus ditelp dl dengan nada aga tinggi baru gerak dan pengiriman baru dimasukkan ke JNE pada tanggal 5 Juni 2015.|5
1255|Kecewa pada blibli.com (05/06/2015)|Awalnya liat iklan disalah satu tv swasta, tertarik sama cicilan 12bulan yang ditawarkan. setelah mencoba sangat mengecewakan sekali blibli.com, saya sudah order menggunakan kartu kredit bca saya hari minggu 31 mei 2015 tapi sampai saat ini barang yang saya pesan blm juga sampai. di status order saya cek ada resi JNE namun saya cek jne.co.id tidak ditemukan resi tersebut. sebelumnya saya yang salah tidak mengecek atau broser google tentang blibli.com dulu pas dicek banyak yang dikecewakan. klo tahu seperti ini kapok beli barang diBLIBLI.COM.|5
1256|Paraaaaahhhh bener2 mengecewakan|Saya melakukan payment tgl 19 mei 2015 sampai skrg tgl 4 juni 2015 untuk barang jam tangan tp barang belum sampai dan tidak jelas.. Berkali2 saya email tp hanya dapt balasan komputer.... Akhirnya saya mengajukan REFUND tp yaa tau sendiri sama aja gak jelas juga... Kalah sama olshop rumahan yg sangaaaaat profesional tidk seperti blibli.com... Speachless... Kalau begini namanya penipuan dan pembohongan publik... Harus segera ditutup nih website seperti ini. Gak layak beroperasional !!!!!!|5
1257|PENGIRIMAN MAHAL|saya melakukan pemesanan Kereta Dorong Bayi, namun setelah saya melihat ongkos kirimnya yang paling rendah Rp. 583.000, dan paling mahal Rp.933.000 maka saya urungkan niat saya untuk membelinya, saya sangat kecewa sekali|5
1258|Login|Saya masihh tidak percaya , kenapa ?? Karna 1. Saya baru mengetahui blog blibli.com ini 2. Saya tidak mengetahui alamat kantor blibli.com karena tidak tercantum di blog tersebut 3. Dari nomer yg tertera costemer service , saya hubungi tidak bisa .. Bagaimana konsumen bisa percaya kalo semua itu tidak jelas ,|5
1259|Kecewa Berattt|Saya baru mencoba beli di Blibli No pesanan : 3693602 HP samsung Galaxy Note 3 Neo green melalui merchant Pazia. Order malam tgl 20 Mei di proses tgl 21 Mei barang diterima 23 Mei, namun... sangat kecewa sekali HP baru tsb baru start awal sering re-start and lampu Hp meredup. Awalnya Saya pikir karena dayanya. Namun setelah Saya charge full tetap saja sering re-start. Saya segera menghubungi CS via email dan mengisi form pengembalian produk tp tdk di response, akhirnya Saya call ke Pazia dan mereka memandu Saya untuk reset HP namun tombol tsb tidak ada di HP, akhirnya Saya diminta membawa ke Samsung Service terdekat. Sampai 5 kali bolak2ik CS Samsung minta Saya ganti Mesin... Helllooow to the Lowww masak HP baru belom pake ganti mesinnn pleaseee dehhh... Akhirnya Saya kembalikan HP tersebut, dan sampai Hari ini blm ada kepastian apakah Akan dikembalikan dlm bentuk Refund, voucher Atau HP baru... Terpaksa Saya harus menunggu lagi :( akhirnya 3 Hp berikutnya pesanan kawan tidak Saya beli via Online melainkan langsung ke Store lebih aman.|5
1260|Cukup sekali dan terakhir!!!|"Setuju bgt sama comment2 dibawah ttg blibli.com.. Sy sdh pesan iphone 6 dr tgl 25 mei lalu, sampai hari ini blm sampai jg barang nya.. Dan status di web msh menunggu pengambilan kurir berhari2 tdk berubah.. Mau complain ke cust care no 0804 tdk pernah bs di contact.. Live chat berkali2 jg dpt jwban sama ""tunggu sampai wkt estimasi pengiriman"" parah bgt bener2 ga bs dpt solusi dr cust care nya.. Dan spt tdk di follow up.. Kapok bgt belanja di blibli.com meskipun byk promo dan harga lbh murah sedikit.. Mengecewakan sekali.."|5
1270|pengiriman ok. packing ok.|pengiriman ok. packingnya ok. tapi kalau untuk dituker barang kaera salah memesan bisa apa tidak, ya?|5
1277|Pengiriman sangat lambat..|Ini kedua kalinya saya belanja di Blibli.com dan kedua kalinya saya kecewa.Saya order barang tgl 3 Agustus 2015 dengan no order 4893499 dan sampai sekarang statusnya masih menunggu pengambilan kurir.Apa sebegitu lamanya ya proses pengiriman sampai ke customer? Saya sudah 2 kali Email mengenai keluhan ini tapi tidak pernah ada respon..kapan barang saya mau dikirim? Ini terakhir saya belanja di sini,Pelayan Blibli.com kalah jauh sama online shop yang lain yang pengirimannya cuma butuh waktu 1-3 hari..|5
1288|bagus|"Beli laptop acer one10 di blibli, Produk disediakan oleh Logikreasi Utama. Jasa ekspedisi JNE. Layanan JNE Regular. Barang sesuai pesanan. Kondisi baik. Packing rapi. Dilayani dengan baik oleh customer service call centre. Barang dikirim tidak melebihi batas waktu estimasi pengiriman. Namun status pesanan ""menunggu pengambilan kurir"", meskipun barang sudah ditangan dengan selamat sesuai alamat. Tetap. Overall. good. Terima kasih. Blibli.com Semoga terus maju dan berkembang."|4
1289|Masih menunggu kurir dalam 3 hari|Pelayanan dan respon customer service ckup baik, namun orderan saya masih dalam menunggu kurir sejak sabtu Saya ga tau udh dikirim atau masih blum ada penjemputan Klo emng blum tolong di percepat, atau klo udh web di percepat lg updatenya|4
1301|Menunggu Pesanan dari blibli.com|Sejak tulisan ini dimuat saya sudah melakukan pembelian hp dari blibli.com pada tgl 2 Agustus 2015 dengan no pesanan 4884035 dan pada hari saya masih menunggu. Semoga barang bisa cepat sampai karena hp nya sudah diperlukan. Terima kasih kepada blibli.com barang saya sudah sampai pada tgl 5 Agustus 2015 dan kondisi barang dalam keadaan baik. Setelah barang saya terima, saya dikonfirmasi oleh petugas customer service melalui telepon yang menanyakan pelayanan dan keadaan barang apakah barang sudah diterima dan dalam keadaan baik. Pelayanan yang memuaskan, datang pada waktunya dan tepat sasaran. Terima kasih kepada blibli.com|5
1302|pengiriman cepat juga !|setelah saya order di blibli.com ternyata estimasi waktu yg diberikan malah lebih cepat sampai barangnya ke rumah saya (yogyakarta) 2 hr ..terimakasih blibli.com semoga pelayanan cepat menjadi prioritas untuk semua pelanggannya. , perbanyak promo dan delivery gratis tetep ada selamanya ya..|5
1304|Belanja gak repot|Belanja di blibli.com gak repot.banyak promo dan di dukung boleh banyak bank cicilan 0%.lumayan cicilan 0% di blibli.com.jadi dapur pun tidak terganggu|5
1306|Ulasan lengkap A-Z pengalaman belanja saya d blibli.com|yang ingin lihat ulasan lengkap tentang pengalaman saya belanja di blibli.com silakan kunjungi www.rajengice.blogspot.com|5
1308|Harga bersaing bisa nyicil|Saya hampir tiap bulan beli dari blibli.com, barang sangat memuaskan, karena bisa pakai kartu kredit juga di cicil 0 persen, selama satu tahun|5
1310|CS nya oke|Komplain an saya telah di follow up dengan baik, walaupun memakan waktu hampir satu bulan. Problem solved dengan pengembalian uang dan saya juga di berikan voucher diskon untuk pembelian selanjutnya. Saran saya untuk blibli, lebih berhati hati lagi dalam pemilihan merchant.|5
1311|Customer Care dan Pengiriman Barang|Well... setelah mengamatai mengingat dan menimbang akhirnya saya memutuskan untuk belanja online, dan pilihan saya jatuh kepada blibli.com. pada hari ini tgl 30 Juli 2015 pukul 07:53 saya melakukan transaksi pertama di situs online blibli.com. membaca pengalaman-pengalaman yang ada sering tidak mendapatkan barang yang diinginkan dikrenakan stock yang habis maka saya melakukan pengecekan ke customer care blibli untuk menanyakan ketersediaan barang dan mereka menyatakan barang ready stock. saya bertanya banyak kepada customer care blibli dan mereka memberikan jawaban dan penjelasan yang sangat memuaskan. sekarang saya menunggu proses pengiriman yangsaya harapkan tidak memakan waktu yang lama karena saya berada di Jakarta dan semoga kualitas barang yang saya terima bisa membuat saya puas seperti pelayanan customer carenya. setelah barang diterima saya akan menuliskan review saya lagi di sini untuk sharing. (ini saya tulis pada 30 July 2015) Hai semuanya.. Setelah kemarin saya mengungkapkan kepuasan saya diatas (silahkan dibaca). hari ini 31 July saya sudah terima satu dari dua produk yang saya pesan. (note: saya memeasan 1 TV Sharp LED LC-23LE100M dan Dispenser Green Tara). nah yang sudah saya terima adalah tv karena produk ini dikirim dan disediakan oleh blibli sementara dispenser disediakan oleh merchant (hingga tulisan ini saya buat status dispenser masih dalam pemesanan). saya masih bisa maklum karena mungkin begitu banyaknya yang harus blibli pesan ke merchant sehingga butuh waktu lebih lama ketimbang produk yang disediakan dan dikirmkan langsung oleh blibli. samapai dengan sekarang saya sangat puas dengan pelayanan blibli.com. oke.. nanti saya akan update terkait quality of goods yang dikirim setelah saya buka paketnya.|5
1312|on time|belanja di blibli.com pengirimannya tepat waktu,dan barang yang dikirim sesuai dengan pesanan|5
1313|Pengiriman|Mungkin untuk pengiriman barang lebih di tingkatkan lagi karena waktu pengiriman agak lama, biasanya 4-5 hari nyampe jadi bosan kalo harus menunggu pengiriman yg lama saya sempat menghubungi cs bagaimana jika ingin mempercepat proses pengiriman dan di jawab bisa tetapi ada biaya tambahan dan untuk sementaraa fitur tersebut blm tersedia trus gimana solusinya|5
1314|Excellent customer service|Order motor dengan cepat dan tanggap dibantu oleh customer service terutama kelengkapan dokumennya baik online maupun offline. Walaupun harga lebih mahal sedikit dari harga pasaran namun saya sangat terbantu dng adanya cicilan 0% 12 bulan kartu kredit dibandingkan beli langsung di dealer yg bunga kreditnya tinggi. Saat ini masih menunggu kelengkapan dokumen STNK dan BPKB semoga bisa cepat dan memuaskan. Thanks a lot blibli.com|5
1317|Belanja di Blibli.com Puas|Pada tanggal 10 Juli 2015 jam 17.14WIB saya melakukan pembelian Xiaomi Mi4i sekaligus bumper casingnya, dan barang saya terima tanggal 13 Juli 2015 cukup wajar karena saya melakukan transaksi sore hari. Walaupun ada sedikit cacat pada barang bumper casingnya namun overall untuk pengalaman berbelanja di Blibli.com sangat puas apalagi bisa cicilan 0%. -ThomasM.-|5
1318|Belum tau|saya mau pesen velg v-rossi ukuran 2.5 dan 3.5, tpi stok habis terus, nah tadi yg ukuran 2.5 dgn harga 240 dan 3.5 dgn harga 370 apa bisa 2 produksi itu dijadikan satu supaya melebihi 500 rb supaya bisa ambil kartu kredit?|5
